evenL evenC oddC evenM oddM magL bigC litterC bigM litterM oe bl
12 5 0 5 5 11 0 1 4 0 1 0
12 6 0 5 6 10 1 0 4 0 0 0
12 0 1 5 6 10 2 0 4 0 1 0
12 1 0 5 6 10 3 0 4 0 1 1
12 2 0 5 6 11 0 1 4 0 1 1
12 3 0 5 6 12 0 2 4 2 0 0
13 0 1 5 6 11 1 0 4 2 1 0
12 1 0 5 6 11 2 0 4 2 0 0
13 0 1 5 6 10 3 0 4 2 1 0
13 1 0 5 6 10 4 0 4 2 1 1
12 2 0 4 6 11 0 1 4 2 0 1
12 0 1 3 6 11 0 2 4 2 1 0
11 1 0 2 6 11 1 0 4 2 1 1
10 2 0 2 6 11 0 1 4 2 1 0
9 3 0 2 6 11 1 0 4 2 0 1
10 0 1 2 6 11 0 1 4 2 1 0
9 1 0 2 6 11 1 0 4 2 1 1
12 0 2 2 4 12 3 0 4 4 1 1
12 1 0 2 4 12 0 1 4 4 1 1
12 2 0 2 4 13 0 2 4 4 0 0
13 0 1 2 4 12 1 0 4 4 1 1
12 1 0 2 4 13 0 1 3 4 0 1
13 0 1 2 4 14 0 2 3 4 1 1
12 1 0 2 4 15 0 3 3 4 0 0
13 0 1 2 4 15 1 0 3 4 1 1
12 1 0 2 4 15 0 1 3 4 0 0
13 0 1 2 4 14 1 0 3 4 1 0
12 1 0 2 4 14 2 0 3 4 0 1
13 0 1 2 4 15 0 1 3 4 0 0
13 0 2 2 4 14 1 0 3 4 0 1
13 0 3 3 4 15 0 1 3 4 0 1
14 0 4 4 4 16 0 2 3 4 1 1
13 1 0 4 4 17 0 3 3 4 1 1
13 2 0 4 4 17 0 4 3 4 0 1
14 0 1 4 4 18 0 5 3 5 1 1
13 1 0 4 4 19 0 6 3 6 0 0
14 0 1 4 3 18 1 0 3 6 0 0
15 0 2 4 2 18 2 0 3 6 0 1
16 0 3 4 2 18 0 1 3 6 0 0
17 0 4 4 2 17 1 0 3 6 0 0
17 0 5 5 2 16 2 0 3 6 1 0
17 1 0 5 2 15 3 0 3 6 1 1
17 2 0 5 2 16 0 1 3 6 0 0
17 0 1 5 2 15 1 0 3 6 0 1
18 0 2 5 2 16 0 1 3 6 0 1
18 0 3 5 2 17 0 2 3 6 1 1
17 1 0 5 2 18 0 3 3 6 1 0
17 2 0 5 2 17 1 0 3 6 1 1
17 3 0 5 3 17 0 1 3 6 0 1
17 0 1 5 3 18 0 2 3 6 1 1
17 1 0 5 3 18 0 3 3 6 1 0
16 2 0 5 3 17 1 0 3 6 1 0
16 3 0 5 3 16 2 0 3 6 0 0
16 0 1 5 3 16 3 0 3 6 1 0
16 1 0 5 3 15 4 0 4 6 0 0
16 0 1 5 3 15 5 0 5 6 1 1
16 1 0 5 3 16 0 1 5 6 1 0
15 2 0 5 3 15 1 0 5 6 0 0
15 0 1 5 3 15 2 0 5 6 0 0
15 0 2 5 3 14 3 0 5 5 1 0
14 1 0 5 3 13 4 0 5 4 0 0
15 0 1 5 3 12 5 0 5 3 0 1
16 0 2 5 3 12 0 1 5 3 1 1
15 1 0 5 3 12 0 2 5 3 0 0
16 0 1 5 3 11 1 0 5 3 1 1
15 1 0 4 3 12 0 1 5 3 1 1
14 2 0 3 3 13 0 2 5 3 1 1
13 3 0 3 3 13 0 3 5 3 1 1
12 4 0 3 4 14 0 4 5 4 1 0
11 5 0 3 5 14 1 0 5 4 0 1
12 0 1 3 5 15 0 1 5 4 1 0
12 1 0 3 5 14 1 0 5 4 0 0
12 0 1 2 5 14 2 0 5 4 0 0
12 0 2 2 5 13 3 0 5 4 1 0
11 1 0 2 5 12 4 0 5 4 0 0
12 0 1 2 5 11 5 0 5 4 0 0
13 0 2 2 5 11 6 0 6 4 0 0
14 0 3 3 5 10 7 0 7 4 0 0
14 0 4 4 5 9 8 0 8 4 1 0
14 1 0 4 5 8 9 0 9 4 1 0
14 2 0 4 5 8 10 0 10 4 1 1
14 3 0 4 5 9 0 1 10 4 0 0
14 0 1 4 5 9 1 0 10 4 1 1
14 1 0 4 5 10 0 1 10 4 1 1
13 2 0 4 5 11 0 2 10 4 1 1
13 3 0 4 5 11 0 3 10 4 0 1
14 0 1 4 5 12 0 4 10 4 1 1
13 1 0 4 5 13 0 5 10 5 0 1
13 0 1 4 5 14 0 6 10 6 1 1
13 1 0 4 5 15 0 7 10 7 0 0
13 0 1 4 5 15 1 0 10 7 1 1
12 1 0 4 5 15 0 1 10 7 0 0
13 0 1 4 5 14 1 0 10 7 0 1
13 0 2 4 5 15 0 1 10 7 0 1
14 0 3 4 4 15 0 2 10 7 0 1
15 0 4 4 3 15 0 3 10 7 1 0
15 1 0 4 3 14 1 0 10 7 0 0
16 0 1 4 3 13 2 0 10 7 1 0
16 1 0 4 3 13 3 0 10 7 1 1
15 2 0 4 3 13 0 1 10 7 1 1
15 3 0 4 3 14 0 2 9 7 1 0
14 4 0 4 4 14 1 0 8 7 0 1
14 0 1 4 4 15 0 1 7 7 0 0
15 0 2 4 4 15 1 0 6 7 0 0
15 0 3 4 4 15 2 0 5 7 1 1
14 1 0 4 4 16 0 1 4 7 1 1
13 2 0 4 4 17 0 2 3 7 0 0
16 1 0 4 4 13 3 0 5 4 1 0
16 2 0 4 4 12 4 0 5 4 1 0
16 3 0 4 4 12 5 0 5 4 0 0
16 0 1 4 4 12 6 0 6 4 1 0
15 1 0 4 4 12 7 0 7 4 0 1
15 0 1 4 4 13 0 1 7 4 1 0
15 1 0 4 3 13 1 0 7 4 0 1
16 0 1 4 3 13 0 1 7 3 0 0
17 0 2 4 3 12 1 0 7 2 1 0
17 1 0 4 3 11 2 0 7 2 1 1
16 2 0 4 3 11 0 1 7 2 0 0
17 0 1 4 3 11 1 0 7 2 1 0
16 1 0 3 3 10 2 0 7 2 1 0
15 2 0 3 3 9 3 0 7 2 0 0
15 0 1 3 3 9 4 0 7 2 1 0
14 1 0 3 3 9 5 0 7 2 1 1
14 2 0 3 3 9 0 1 7 2 1 1
13 3 0 3 3 10 0 2 7 2 0 0
13 0 1 3 3 9 1 0 7 2 1 1
13 1 0 3 3 10 0 1 7 2 0 1
14 0 1 3 3 10 0 2 7 2 0 0
14 0 2 2 3 9 1 0 7 2 1 1
13 1 0 2 3 10 0 1 7 2 1 1
12 2 0 2 3 10 0 2 7 2 1 0
12 3 0 2 3 10 1 0 7 2 0 0
12 0 1 2 3 10 2 0 7 2 0 0
12 0 2 2 3 9 3 0 7 2 1 1
12 1 0 2 3 10 0 1 6 2 0 1
12 0 1 2 3 11 0 2 5 2 1 0
12 1 0 2 3 11 1 0 5 2 0 0
13 0 1 2 3 11 2 0 5 2 1 1
13 1 0 2 3 12 0 1 5 2 0 0
13 0 1 2 3 12 1 0 5 2 1 0
13 1 0 2 3 12 2 0 5 2 1 1
12 2 0 2 3 12 0 1 5 2 0 1
13 0 1 2 3 13 0 2 5 2 1 1
12 1 0 2 3 13 0 3 5 3 0 0
12 0 1 2 3 13 1 0 5 3 0 1
13 0 2 2 3 14 0 1 5 3 0 1
14 0 3 3 3 14 0 2 5 3 1 0
13 1 0 3 3 14 1 0 4 3 1 0
13 2 0 3 3 14 2 0 3 3 0 0
14 0 1 3 3 14 3 0 3 3 1 1
13 1 0 3 3 15 0 1 3 3 0 1
14 0 1 3 3 16 0 2 3 3 1 0
14 1 0 3 3 15 1 0 3 3 0 1
15 0 1 3 3 15 0 1 3 3 1 1
14 1 0 3 3 16 0 2 3 3 0 1
15 0 1 3 3 16 0 3 3 3 1 1
14 1 0 3 3 16 0 4 3 4 1 1
13 2 0 3 3 17 0 5 3 5 0 1
14 0 1 3 2 17 0 6 3 6 0 0
15 0 2 3 2 16 1 0 3 6 0 1
16 0 3 3 2 17 0 1 3 6 0 0
16 0 4 4 2 17 1 0 3 6 0 0
16 0 5 5 2 17 2 0 3 6 0 0
17 0 6 6 2 16 3 0 3 6 0 0
17 0 7 7 2 15 4 0 4 6 1 1
17 1 0 7 2 16 0 1 4 6 1 1
16 2 0 7 2 17 0 2 4 6 0 0
17 0 1 7 2 16 1 0 4 6 0 0
17 0 2 7 2 16 2 0 4 6 1 1
17 1 0 7 2 17 0 1 4 6 0 0
18 0 1 7 2 16 1 0 4 6 0 1
18 0 2 7 2 16 0 1 4 6 1 1
18 1 0 7 2 16 0 2 4 6 1 1
17 2 0 7 2 17 0 3 4 6 0 0
17 0 1 7 2 16 1 0 4 6 0 1
17 0 2 7 2 16 0 1 4 6 1 1
17 1 0 7 2 17 0 2 4 6 1 1
17 2 0 7 2 18 0 3 4 6 1 1
16 3 0 7 3 19 0 4 4 6 0 1
17 0 1 7 3 19 0 5 4 6 1 1
16 1 0 7 3 19 0 6 4 6 1 1
16 2 0 7 3 20 0 7 4 7 1 1
15 3 0 7 3 20 0 8 4 8 1 0
15 4 0 7 4 19 1 0 4 8 0 0
15 0 1 7 4 18 2 0 4 8 0 0
16 0 2 7 4 17 3 0 4 8 1 0
16 1 0 7 4 16 4 0 4 8 1 1
15 2 0 6 4 16 0 1 4 8 1 0
14 3 0 5 4 16 1 0 4 8 0 0
14 0 1 4 4 15 2 0 4 8 0 1
14 0 2 3 4 16 0 1 4 8 1 0
13 1 0 2 4 16 1 0 4 8 1 1
12 2 0 2 4 17 0 1 4 8 1 0
11 3 0 2 4 17 1 0 4 8 1 1
11 4 0 2 4 17 0 1 4 8 1 1
11 5 0 2 5 17 0 2 4 8 0 1
11 0 1 2 5 18 0 3 4 8 1 1
15 0 3 4 2 15 2 0 3 6 1 1
15 1 0 4 2 15 0 1 3 6 1 0
15 2 0 4 2 14 1 0 3 6 1 0
14 3 0 4 3 14 2 0 3 6 0 1
15 0 1 4 3 14 0 1 3 6 0 0
16 0 2 4 3 13 1 0 3 6 0 0
16 0 3 4 3 13 2 0 2 6 1 0
16 1 0 4 3 13 3 0 3 6 0 1
16 0 1 4 3 14 0 1 3 6 0 1
17 0 2 4 3 14 0 2 3 6 1 1
17 1 0 4 3 15 0 3 3 6 0 0
17 0 1 4 3 15 1 0 3 6 0 1
18 0 2 4 3 15 0 1 3 6 0 0
18 0 3 4 3 14 1 0 3 6 1 1
17 1 0 4 3 15 0 1 3 6 1 0
16 2 0 4 3 15 1 0 3 6 0 1
17 0 1 4 3 15 0 1 3 6 1 0
17 1 0 4 3 15 1 0 3 6 0 0
17 0 1 4 3 15 2 0 3 6 0 0
18 0 2 4 3 14 3 0 3 6 0 0
19 0 3 4 3 14 4 0 4 6 0 0
19 0 4 4 3 14 5 0 5 6 0 0
19 0 5 5 3 13 6 0 6 5 0 1
19 0 6 6 3 13 0 1 6 4 1 1
18 1 0 6 3 13 0 2 6 3 0 1
19 0 1 6 3 13 0 3 6 3 1 1
19 1 0 6 3 13 0 4 6 4 1 1
18 2 0 6 3 13 0 5 6 5 0 1
18 0 1 6 3 14 0 6 6 6 1 1
17 1 0 6 3 15 0 7 6 7 0 0
18 0 1 6 2 14 1 0 6 7 1 1
18 1 0 6 2 15 0 1 6 7 0 1
19 0 1 6 2 16 0 2 6 7 0 1
19 0 2 6 2 16 0 3 6 7 0 0
19 0 3 6 2 16 1 0 6 7 1 1
18 1 0 6 2 17 0 1 6 7 1 1
18 2 0 6 2 18 0 2 6 7 0 0
18 0 1 6 2 17 1 0 6 7 1 1
17 1 0 6 2 17 0 1 6 7 1 0
17 2 0 6 2 16 1 0 6 7 0 1
17 0 1 6 2 17 0 1 6 7 1 1
16 1 0 6 2 17 0 2 6 7 1 1
15 2 0 6 2 18 0 3 6 7 1 1
15 3 0 6 3 18 0 4 6 7 0 0
16 0 1 6 3 18 1 0 6 7 1 1
15 1 0 6 3 18 0 1 6 7 0 1
16 0 1 6 3 19 0 2 5 7 0 1
16 0 2 5 3 20 0 3 4 7 0 1
16 0 3 4 3 21 0 4 3 7 0 1
16 0 4 4 3 22 0 5 2 7 0 1
16 0 5 5 3 23 0 6 0 7 0 1
16 0 6 6 3 24 0 7 0 7 0 1
16 0 7 7 3 24 0 8 0 8 1 1
16 1 0 7 3 24 0 9 0 9 0 1
16 0 1 7 3 24 0 10 0 10 0 0
17 0 2 7 3 23 1 0 0 10 1 1
17 1 0 7 3 23 0 1 0 10 0 0
17 0 1 7 3 22 1 0 0 10 1 1
17 1 0 7 3 22 0 1 0 10 1 1
16 2 0 7 3 23 0 2 0 10 1 1
16 3 0 7 3 23 0 3 0 10 0 0
16 0 1 7 3 22 1 0 0 10 1 0
15 1 0 7 3 21 2 0 2 10 1 1
14 2 0 7 3 22 0 1 2 10 1 1
14 3 0 7 3 22 0 2 2 10 1 1
14 4 0 7 4 22 0 3 2 10 0 1
14 0 1 7 4 23 0 4 2 10 0 0
15 0 2 7 4 22 1 0 2 10 1 1
15 1 0 7 4 23 0 1 2 10 0 0
15 0 1 7 4 22 1 0 2 10 0 0
16 0 2 7 4 21 2 0 2 10 0 0
17 0 3 7 4 20 3 0 3 10 1 1
17 1 0 7 4 20 0 1 3 10 0 1
17 0 1 7 4 21 0 2 3 10 1 1
17 1 0 7 4 21 0 3 3 9 1 0
16 2 0 6 4 20 1 0 3 8 0 1
16 0 1 5 4 20 0 1 3 7 1 1
15 1 0 4 4 20 0 2 3 6 1 1
14 2 0 3 4 20 0 3 3 5 1 1
13 3 0 3 4 20 0 4 3 4 1 1
12 4 0 3 4 20 0 5 3 5 0 1
12 0 1 3 4 20 0 6 3 6 0 0
13 0 2 3 4 19 1 0 3 6 1 1
12 1 0 3 4 19 0 1 3 6 1 1
11 2 0 3 4 20 0 2 3 6 0 1
12 0 1 3 4 20 0 3 3 6 0 0
12 0 2 3 4 20 1 0 3 6 1 0
12 1 0 3 4 19 2 0 3 6 1 1
12 2 0 3 4 19 0 1 3 6 1 1
12 3 0 3 4 19 0 2 3 6 1 1
16 0 4 4 4 14 2 0 5 3 1 1
15 1 0 4 4 14 0 1 5 3 1 0
14 2 0 4 4 14 1 0 5 3 1 0
14 3 0 4 4 13 2 0 5 3 1 0
13 4 0 4 4 12 3 0 5 3 1 0
12 5 0 4 5 12 4 0 5 3 0 1
13 0 1 4 5 13 0 1 5 3 1 0
13 1 0 4 5 12 1 0 5 3 1 1
13 2 0 4 5 12 0 1 5 3 1 1
13 3 0 4 5 12 0 2 5 3 1 0
12 4 0 4 5 12 1 0 5 3 1 1
11 5 0 4 5 12 0 1 5 2 0 1
12 0 1 4 5 12 0 2 5 2 1 1
11 1 0 4 5 12 0 3 5 3 1 1
10 2 0 4 5 13 0 4 4 4 0 1
11 0 1 4 5 14 0 5 4 5 1 1
11 1 0 4 5 15 0 6 4 6 0 1
12 0 1 4 5 16 0 7 4 7 1 1
12 1 0 4 5 17 0 8 4 8 0 1
12 0 1 4 5 17 0 9 4 9 0 0
13 0 2 4 5 16 1 0 4 9 1 0
12 1 0 4 5 16 2 0 4 9 0 1
12 0 1 4 5 17 0 1 4 9 1 0
11 1 0 4 5 16 1 0 4 9 0 0
12 0 1 4 5 15 2 0 4 9 1 1
12 1 0 4 5 16 0 1 4 9 0 0
12 0 1 3 5 16 1 0 4 9 1 0
11 1 0 2 5 15 2 0 4 9 0 0
11 0 1 2 5 15 3 0 4 9 1 0
10 1 0 2 5 15 4 0 4 9 0 1
11 0 1 2 5 15 0 1 4 9 0 0
12 0 2 2 5 15 1 0 4 9 0 1
13 0 3 3 5 16 0 1 4 9 1 1
13 1 0 3 5 17 0 2 4 9 0 1
14 0 1 3 5 18 0 3 4 9 0 1
14 0 2 3 5 18 0 4 4 9 1 0
14 1 0 3 4 18 1 0 4 9 0 1
15 0 1 3 3 18 0 1 4 9 0 0
16 0 2 3 2 17 1 0 4 9 1 0
16 1 0 3 2 17 2 0 4 9 0 0
17 0 1 3 2 16 3 0 4 8 1 0
16 1 0 3 2 15 4 0 4 7 0 0
17 0 1 3 0 14 5 0 5 6 0 0
18 0 2 3 0 13 6 0 6 5 0 0
18 0 3 3 0 12 7 0 7 4 0 1
19 0 4 4 0 12 0 1 7 4 0 1
19 0 5 5 0 12 0 2 7 4 1 0
19 1 0 5 0 11 1 0 7 4 0 0
19 0 1 5 0 10 2 0 7 4 1 1
18 1 0 5 0 11 0 1 7 4 1 1
18 2 0 5 2 12 0 2 7 4 0 1
18 0 1 5 2 12 0 3 7 4 0 1
19 0 2 5 2 13 0 4 7 4 0 0
19 0 3 5 2 13 1 0 7 4 1 1
19 1 0 5 2 13 0 1 7 4 0 0
19 0 1 5 2 13 1 0 7 4 0 0
20 0 2 5 2 13 2 0 7 4 0 0
20 0 3 5 2 13 3 0 7 4 1 0
20 1 0 5 2 13 4 0 7 4 0 0
20 0 1 5 2 12 5 0 7 4 1 0
19 1 0 5 2 12 6 0 7 4 0 1
19 0 1 5 2 12 0 1 7 4 0 1
20 0 2 5 2 12 0 2 7 4 0 0
20 0 3 5 2 11 1 0 7 4 1 0
19 1 0 5 2 10 2 0 7 4 1 0
19 2 0 5 2 10 3 0 7 4 0 0
19 0 1 5 2 9 4 0 7 4 1 1
18 1 0 5 2 10 0 1 6 4 0 0
19 0 1 5 2 10 1 0 6 4 1 1
18 1 0 5 2 11 0 1 6 4 0 1
19 0 1 5 2 12 0 2 6 4 0 1
19 0 2 4 2 13 0 3 6 4 1 1
18 1 0 3 2 14 0 4 6 4 0 0
18 0 1 3 2 14 1 0 6 4 0 0
18 0 2 3 2 13 2 0 6 4 1 0
17 1 0 3 2 12 3 0 6 4 1 1
17 2 0 3 2 13 0 1 6 4 1 0
16 3 0 3 3 13 1 0 6 4 0 1
17 0 1 3 3 13 0 1 6 4 0 0
18 0 2 3 3 12 1 0 6 4 0 1
18 0 3 3 3 12 0 1 6 4 0 0
18 0 4 4 3 11 1 0 6 4 0 0
18 0 5 5 3 11 2 0 6 4 0 1
19 0 6 6 3 11 0 1 6 4 0 0
19 0 7 7 3 11 1 0 5 4 1 0
18 1 0 7 3 11 2 0 4 4 1 1
17 2 0 7 3 12 0 1 4 4 1 1
17 3 0 7 3 13 0 2 4 4 1 0
16 4 0 7 4 13 1 0 4 4 1 1
16 5 0 7 5 14 0 1 4 4 0 0
